review,rating
Good quality..Got 6 level only though..,Positive
Good product. Nice build quality as well,Positive
Good for price. Does the job perfectly,Positive
Everything is good. Received next day.,Positive
sturdy and easy to set up. Good product,Positive
"I think it's good  product, thank you.",Positive
"Good enough, not well balanced though.",Positive
size is smaller than shown in picture,Positive
Awesome product for the price range.,Positive
Strong and stiff...good laptop stand,Positive
Babaal ramro xa yr.. strong 💪💪💪,Positive
Good and sturdy product! Recommend,Positive
it's ok but not met my exception,Neutral
Quality not good. Not satisfied,Negative
bought it for legion 5. it fits.,Positive
The product was good and sturdy.,Positive
As advertised. Well good seller,Positive
very great product!! loved it,Positive
good product ...should buy it,Positive
Feels cheaper and not tight,Neutral
It's just exactly as shown.,Positive
it's good and quite strong.,Positive
Satisfied with the product.,Positive
it was as expected. no sacm,Positive
built quality is fair,Neutral
Good Quality and Strong.,Positive
not so sturdy as expected,Neutral
Stable and good product,Positive
good quality. satisfied.,Positive
Happy with the product.,Positive
Satisfied with product,Positive
Great to use in office,Positive
not bad,Neutral
It is very useful ..,Positive
price wise amazing.,Positive
very nice product 😊,Positive
Perfect. Minimalist.,Positive
The product is good.,Positive
not very good#review_wrapup,Neutral
good product.thanks,Positive
wobbly while typing,Neutral
met my expectations,Positive
stand is bend a litte hard to adjust,Negative
"not keep up my expectations, but I still bank for buck",Neutral
It does the job,Positive
worthy product.,Positive
Sturdy Product.,Positive
Worth buying!!,Positive
Okay Product,Positive
Very useful!!,Positive
satisfied 😊,Positive
cute stand,Positive
Very useful,Positive
As expected,Positive
Good enough,Positive
"alikati nut lose xa, in one side of the stand.aru thikai xa..",Negative
,Negative
Not the best quality,Neutral
It’s okey,Neutral
got damanged piece,Neutral
actually this is for office use ... you Ghar ma use garxau vana .. halka xuina betiika Tala ko stand naii yesta uta hunx .. laptop ladxa 😞 ....(the hole Stand don't working Nicely... laptop is not stable on it ... ),Negative
the screw thing just popped off in like a week . Tried to fixing it but didn't work.,Negative
"Very poor quality, the bolt fell off the moment i opened the package.",Negative
overpriced,Neutral
works well,Positive
not good,Negative
its nice,Positive
very good,Positive
Loved it.,Positive
Good.,Positive
ok xa,Positive
Good,Neutral
👌,Positive
ramro cha yo price ma aba kati tikcha heram daily use 2 month target cha 😀,Positive
yo price ma ramro saman aako xa  size Pani vaneko jastaii Ako xa j hos Malai chaii ramro Lago,Positive
dami x price anusar,Positive
yo K ho mero name vitra arkai ko name xatw shoes pani arkai xa tyo pani 1 size thulo shoes tai vako vayani lau thiya🤬😤,Positive
Nice I got what was expected but the lace metal loop are too sharp scratches the leaces but i fixed it using metal wedge but worth it compared to the price,Positive
quality rmro xa photo ma dekheko jastai product paeyo n delivery nii xitai vayo overall fully satisfied,Positive
"I ordered 41 size but got 40 ,but it still fits . Boots are in good quality . Delivered all the way from Madhesh Province to Kathmandu (outside Ring Road) in 5 days.",Positive
Saman jasto dhekhayeko xa same ramro xa aaba use Garda kasto hunxa 🤞🤞hope it's good in use too 😁😁,Positive
For this price its worth it . even i ordered 41 size but i received 40 size but it fits well. Overall satisfied,Positive
soche jastai aayo 💐❤️ramro xa 💐 love this  blindly Lida hunxa sabai jana le genuine review ho hai ❤️💐,Positive
I want to exchange it. I have ordered a size 39 but it does not fit in my foot. I think size 40 will fit my foot.,Positive
k order greko k pathaidiyo paisa matrai gyo return grna paryo msg reply grnu tait wait Pani 1 week garayo lastma Saman Pani vangaar pathai dyo,Positive
Wow! Nice Product. I am very Happy 😊. It good Product in low price 😀.  Daraz is believable App. Thank You Daraz.,Positive
एकदम हजारभन्दा कम दाममा एकदम दामी जुत्ता लिन सक्नुहुन्छ साथीहरु 🙏🙏🫶🫶 thank you for siller,Positive
boot is so good according to price but delivery is so slow. I got my order  after 13 days,Positive
"I recommend to buy this, this is amazing 🤩 product with genuine price.",Positive
Value for money ra🤑🤑Quality Pani ठीक-ठाक nahin chha👌👌Tara delivery late vayo😔😔,Positive
Beautiful product in this price range totally worth it ❤️,Positive
Ramro chha.price anusar man paro.delivery person pani humble lago.so setisfied.,Positive
yetiko price ma derae ramro quality ho❤️ ani sole ko finishing ni babaal😃😃,Positive
piece aanusar ramro xa quality Pani thek xa Mai ta ramro xu thanks for draz,Positive
It's good. I think it's worth the price Let's see how much it is durable,Positive
Not bad.Dr.Martin orginal lagauna ta sakiyena tara ramro x yo pani.,Positive
best shoes wonderful design very much satisfied with your product,Positive
"price anusar ramro xa ,quality teti ramro xaina,haluka xa lauda",Positive
The quality is not that bad. The appearance looks majestic tho.,Positive
yo price rate ma babbal xa shoes...I recommend you to get it 🔥,Positive
yes totally worth it thanks,Positive
is okay for the price. it is more rounded than i thought,Positive
I got wrong size 😌I ordered 42& got19 how to exchange?,Positive
I don't want to return.Sorry! for the inconvenience.,Positive
yaar k oder gare k aayo . shoes pharak x change garnu,Positive
Size halka sano xa ra shoe ko finishing ramro xaina,Positive
Looks good boots to wear. Let see after wearing it.,Positive
quality price range ko hisab le babbal xa hai,Positive
Ali late ayo saman otherwise Product rmro xa,Positive
price anusar ekdum thik xa dhukka lida hunxa,Positive
as price it's good and best....I like it,Positive
Saman farak aayo hou kasto ignore garko,Positive
herda ta ramro cha aba kati tikne ho ?,Positive
Socha Banda ramro cha 😊best price 😄,Positive
good for this price range. thank you.,Positive
As per price the quality is good 😊👍,Positive
chain damage vayeko saman aayeko xa,Positive
ramro chha  use  garna Ni sajilo chh,Positive
according to price shoes is best🫡.,Positive
Nice Cheap Price Good Quality 💯,Positive
Go for it guys. You won’t regret.,Positive
ek dum ramro and comfortable 🥰,Positive
price anusar ramro xa juta,Positive
yekdam ramro product xa,Positive
Godd product Go for it,Positive
42ko magako 39 aayo,Positive
dam good I love it,Positive
great for the price,Positive
great 👍 babal xa,Positive
saman tw bbl xa,Positive
good 👍 ramro xa,Positive
I'm satisfied 👍,Positive
Dami lago,Positive
nice shoes,Positive
babbal xa,Positive
Thanks,Positive
Good one.,Positive
nice 🙂,Positive
price anusar thikai ho but shoelace chai damage vako xa shoes material Ali patalo lagyo but price wise good nai xa,Neutral
ramro jutta vanera kineko damage jutta parexa .,Negative
thikai xa product prize anushar ko delivery Pani time mai bayo,Neutral
saman vanekai aako xaa tara seller ko response tyo chi thik lagena,Positive
Socha vnda dheraiiiii rmro product xah thnku so much daraz ☺️,Positive
what i order what i get 😭,Neutral
worth it under 1000,Neutral
Ekdam ramro xa quality. Thank you for this to seller Delivery pani suitable time ma vyo Yo product purchase garda kunai regret chai hudaina ❤️wonderful,Positive
This is my 5th time buying shoes from this store and guess what I'm totally satisfied with their product. Though the delivery time is bit longer cause of location but the product and service they provide is top notch. fully satisfied with seller and daraz delivery ✨,Positive
I am really unhappy by product i order martin normal it's a zip chain martin this is my last product I highly recommend don't buy a product in daraz,Positive
Ekdum low quality discount Hawa ra Bekarma discount ko halla garxa tesko price without discount nai RS 1000 enough. Not leather also,Positive
Ekdam babbal.Dhukka vayara kinda hunxa price aanusar ta ya bata kinera arko jutta pasal ma 500 profit khayara bechna milni jasto xa babbal xa hai shoe chai❤️❤️,Positive
This is really worth the price. I can't ask for more at this price. Sadly the size didn't fit me and it was small. 40 would've been the best size for me but i didn't initiate the return because I don't want to go through all the hassle. I gifted this shoe so i am least concerned about money being wasted.,Positive
thikkai lago tara original leather navara plastic leather ho jasto xaa tei ni thik xa herau kati tikxa,Positive
"I don't say it's good for me, I don't say it's not good either.The shoes is  fine, because  shoes is fine depending on the cost  . quality is totally low and a little bit damage shoal of shoes but it's good.",Positive
j magako ho tehi order send garne garne hola ... customer ko paisa falera aaudaina usle ni kamayekai hunxa,Negative
Its good for price range but little difficult to wear because of its narrow space at top,Positive
What is this this behaviour i order what and got what please replace this product,Negative
impressive,Positive
i ordered Martin boots but I got another pair and it looks like girls boots,Negative
it is not a pure leather ... telling lie not satisfaction product..😡....,Positive
yes yo ekdam ramro xa price anusar quality t dherai ramro ho ..I loved it,Positive
oder garda jasto tiyo testai paea aaba lagaeara hernu chhaa👍️👍️👍️,Positive
this is not fit in size SO I guess this product is not good for uss,Positive
as expected the delivery was very good and the shoes was awesome 💯,Positive
the boot was good and the quality is also good! love the product!!,Positive
it's great the quality is there and delivery man needs a raise.!,Positive
this product is good 😊 man paryo kinda hunxa hjr hru ley 😊❣️,Positive
Quality is so good acc.  to price ❤️Better than expected,Positive
"It is good as shown in above, genuinely its is wort it !",Positive
it's not bad with this offering price let's see to use,Positive
Quality average xa delivery time halka sudharnu paryo,Positive
bacha ko size pathaune ho .dekhau xa k pathau xa k,Positive
it's was good and so comfortable with good quality,Positive
price anusar thikai tara mali personally low lagyo.,Positive
Thikai lago ab quality chai kasto xa herna bakinxa,Positive
Mero 43 ko cahinxa 42 ko roixa change garnu parxa,Positive
good quality according to price worth the wait,Positive
okay 👍 ramro xa.price anusar ramro ho.good,Positive
sole xainw Branding logo xainw na finishing xa,Negative
it's good quality  and thank you for service,Positive
very good in quality and got in best packing,Positive
love the price and item as well 😊❣️😡😘😍❤️,Positive
Quality is very good according to the price,Positive
value for money nice not that best but good,Positive
The quality of shoe is Great at this price,Positive
Cheap but best product according the price,Positive
also a good shoes to buy in premium price,Positive
worth it good product at reasonable price,Positive
just so so ..which in photo not in real .,Positive
ahh price anusar chai thikai bhnna parla,Positive
it's really good and comfy to be honest,Positive
Quality chai poisa aanusar nai xa hai,Positive
Saman ta thik cha kati tikcha heram,Positive
saman ramroi xa yatiko Price ma ❤️,Positive
side bata janxa glue use gareko xa,Positive
ati ramro babal Ani quality best❤️,Positive
delivery late xa k xito hunu paryo,Positive
Ramro xa yrr shoes  nice quality,Positive
good quality  and best deliavery,Positive
As per photo.. best as per price,Positive
poisa anusar quality thikei hoo,Positive
I want to rturn ine oder can I,Positive
i ordered 45. but reveived 35,Positive
it is really nice 🙂 product,Positive
मैले 42 भनेको थिया 41 होइन,Positive
price anushaar raamrai cha,Positive
Photo dekhe jasto reality ma na hudo raixa,Neutral
I like it thanks daraz,Positive
Nice wuality honestly,Positive
👏🏿 same rcv vayeo,Positive
third classes shoes,Positive
Nice as expected!,Positive
size is different,Positive
same parsal good,Positive
size nai mildina,Positive
Shoe size milena,Positive
Good quality...,Positive
sohes ta ramro xa but maile sano size ko order garexu,Positive
Product is good,Positive
it was alright,Positive
not satisfied,Positive
waste product,Positive
it was nice,Positive
As shown ❤️,Positive
seems good,Positive
nice shown,Positive
acceptable,Positive
great,Positive
not bad,Positive
Dami,Positive
not good,Positive
Product ramrai xa fast charging hudo raixa.. but mobile& charger both overheat hudo raixa maybe fastcharging vayra hola.!! Overall herda ektiko price ma this product is totally worth it..so majale Lida hunxa.. mro tarfa bata chai 4 stars cuz packing wasn't that much good ... Thank you!!,Positive
Worth price and packaging. I got it as my previous charger one iPhone 13pro it was. Still to know its charging speed.,Positive
Mero original charger bigrera ligeko but Soche vanda ramro xa dukka lida hunxa hai for iPhone users. Fast charge hunxa original jastai,Positive
charger ramro lagye aba pasal tire kinako vayue 1200 1000 vanthyo hola aaba 600 is good price charger thik xa,Positive
"Product ramro xa, Man paryo ❤️Charge Pani fast nai lagyo Ramro packing Ra time ma Delivery vyo khusi lagyo 🙏🙏",Positive
"I was happy with the quality of the USB power adapter, it's sturdy and works well. However, the delivery took longer than expected. Other than that, I'm satisfied with the product. Would recommend the seller, but maybe work on speeding up delivery 😊",Positive
2 din bhitra nai saman ayo delivery time chito cha ani charger ne ramro nai cha fast charging raixa but ali heat hudo raixa adapter tei ho. Tara lina sakxau guys worthy nai cha😉,Positive
It’s good as i buy this after reading review I’m satisfied with the charger quality it’s fast and works really good thank you❤️,Positive
"I ordered this mobile charger online, and it was delivered on time with good packaging. The charger works perfectly and charges my phone very quickly without overheating. The build quality feels solid, and it’s worth the price. Highly recommended",Positive
Such a good product hai..Time lageyo ayuna lai but mall chahi ramarai xa Kasailai chager chaiyo vaney chahi no doubt kinda hunxa,Positive
Superb cha aaile samma ramrai fast charge vierako cha hope pachi pani hunecha kam price ma yekdamai ramro cha,Positive
Babal lagyo same iPhone Ko original charger inbox gareako feel vyo very good quality 😘😘 linu hola regret xai hunna,Positive
Akdam kharoo cha mal kada wawo dami yatiko price ma yatiko samba pauna muskil cha yar over Dami cha dukka le leda vo faster charger Aago cha mall 🔥👌,Positive
I don't know about warranty but it cost cheaper here and it's exactly same that I bought previously from mobile gallery.,Positive
"It feels amazing! If you’re looking for an affordable charger that powers up your phone quickly and has that premium feel, go for it without a second thought. Totally worth it!! Just got one out yesterday",Positive
Kam ta garxa tara yo adapter ko yo niskeko xa . I hope seller will really take a look properly before selling to upcoming customers!,Positive
Worst product charge garda charger nai paglyo won’t recommend it! I need new charger or refund. It’s been only 5 days I bought this product,Positive
Ramero cha sab thok charge mah lagako chiana aaba herum charj kasto hudo raicha thanku daraz thanku store,Positive
Cover ma 25 watt vayeni charger Chai 20 watt ko raixa Ani bahira batta ma Japanese ma lekheko xa tara bhitra adapter ma Chai made in China xa feri... Charger ramro raixa...saman ramro lagyo tara advertise Gare anusar product Raina raixa...,Positive
This is my second charger purchase. Suru ko chei cable chaleko thyena but yo second wala chei majalw cahelko cha sabei first and second purchase kei adapter ekdam ramro cha.😍,Positive
"The charger was as shown in the picture. As per the price performance is also good. Charging is also fast. Overall is good, can buy without doubt.",Positive
Literally! The worst product ever  my hand almost got burnt 1/2week vathyo sayed 😭they didn’t even replied my message😭 pls don’t buy it,Positive
DELIVERY CHAI RAMRO LAGYO FAST DELIVERY PLUS DAI PANI FRIENDLY HUNUNTHYO.PRODUCT DECENT NAI XA PRICE ANUSAR RAMRO XA LIDA HUNXA. SELLER LE CHAI REPLY GARNU VAYENA QUERIES HARU THYO.OVERALL: PRODUCT AS EXPECTED NAI XA CHARGE RAMRO SANGA HUNXA 25W KO HO LIKED IT.,Positive
"Yo charge ekdhum ramro xa hajur harw ley dhukka vayarw kindha hunxa ,yeti price ma Yesto ramro quality ko chrager ekdhum worth it ho, it’s much more better than I thought,satisfying product                                                                              -Thank you!",Positive
Does the job well even though it was super affordable. I will be very happy if it lasts for a few months,Positive
I am Fully satisfied with this product and this store. Thankyou so much for fast delivery and for this best product.,Positive
"The product was delivered quickly. It arrived just at the next day of order. It was well packaged and the product is amazing. It charges quickly and seems genuine, that also for this price is totally worth it. Recommended to buy if you are looking for a good charger for your iPhone.",Positive
Rs499 ma yetiko paunu is good🫶atti man paryo charge ni fast nei vaxa yetiko rate ma yetiko aaunu js good😍,Positive
Ramro xa vanum charge ne fast nai hunxa aabo but main issue seller no response may be darai msg aaya hola,Positive
Saman ramro xa paisa anusar saman thik x mobile pasalma gae cable lai matra 8 900 vanx Delivery on time and value for money,Positive
Delivery is fast Product is a plastic material Note : saman chai scratch xw Rw used gareko jasto xw but price is dependent 499 ma yo charger prefect ❤️❤️‍🩹,Positive
Rs 499ma kineko moiley.Price anusar quality 10/10.dhukka bhayera lida hunxa. Thank You BG tech😘❤️.,Positive
Great product.✅Loved it. ❤️Packaging was real deal ✅Liked the delivery as well as it was fast and systematic.,Positive
Satisfying product… I totally recommend to the people who are looking to order one… worth it..❤️,Positive
Product ramro xa tara delivery chai mero vaneko samaye vanda dhilo vayo aru tw sabai thikai xa,Positive
saman paye dhnebaad,Positive
Was delivered fast and does it work. Will update after use. Budget friendly. Recommended 👍👍,Positive
Very good I like it price anusar Ekdam ramro lagyo I suggest everyone to but it’s too good,Positive
"Lawrence best for fast charging in iPhone, thank you so much, Daraz❤️  fast delivery ❤️",Positive
Great product.✅Loved it. ❤️Liked the delivery as well as it was fast and systematic,Positive
good product. nice quality you can buy it with no tension . but abit late delivery.,Positive
Got it in time thank you 💛,Positive
Khatra xa chager 2min ma 4 percent hunxa 🥰❤️‍🩹Sabai ley kinnu hola offer aako xa,Positive
mast charger xa according to price And fast charging with very less heating 😮‍💨,Positive
Babal product price anusar damixa product ✌️ charge ni majjale hunxa dami xa dami,Positive
charger same as pic but chargerko vitra 20 wlekheko xa cover ma 25 what why teso?,Positive
Very good product and delivery time was also fast .Charging speed was superb,Positive
Charger tamro xa charging pani fast hunxa khatra xa charge xa kin da hunxa 🥰,Positive
Saman kasto order gareko testai aayo I was happy product Rmro xa satisfied,Positive
Satisfying product,Positive
Product is genuine …satisfied with the seller and product…thank you daraz,Positive
la thik x saman aayo vaneko jastai aako x ..kam pani garxa hola thank you,Positive
Nice charger with fast charging Good one chargerDelivered in one day 👍,Positive
"Was fast and a little bit of overheating issue but overall, really good.",Positive
Love the products and packaging was good suggestions to buy this product,Positive
Very fast charging good product bhaira kinda 1200 parxa very recommend,Positive
This thing was less money but that thing make your phone charge full.,Positive
Nice product. Charge fast hunxa . Love it and also nice packaging 👍,Positive
Delivery was so fast and item look a like original but not original,Positive
Nice product quality is aslo best aaboheram katie sooma tikkaxaa,Positive
Paicha matra gayo mero ramro xaina firta gardinu 4 /5?din vaya na,Positive
"This is my second purchase (this time for mom), Totally worth it",Positive
Thank you ..it was quite good .I loved it ..charger is to cute ..,Positive
The product is very good very fast charging fo mi 13 nice nice,Positive
This product is nice & charge is so fast so love this product ❤️,Positive
Good packaging and product at reasonable price . Good to buy.,Positive
Good packaging and works well for my phn.... highly recommend,Positive
Bhaneko jstaii xah charger.Also fast charger at cheap price,Positive
Received in good condition not a fast charger but works well,Positive
It’s take a lot of to full charge than my previous charger,Positive
It’s really good quality and fast charging Thank you Daraz,Positive
Dhukka vayera kinda hunxa product yakdam ramro xa worthy ❤️,Positive
price anusar ramro xa saman.... packaging also very nice ❤️,Positive
Best fast charger only in 600 👍❤️Best genuine product ❤️,Positive
normal price ma 25watt so good thak xa love itman paryo🥰,Positive
Kam gareo foto ma dekhe jastai xa heram kati time chalxa,Positive
as good as wlexpected product with fast delivery .thanks,Positive
Nice charger price anusar thik xa fast nai hunxa charge,Positive
Good product 10 days of using but still perfectly using,Positive
I love the product. Would definitely recommend this🫶🏼,Positive
Nice product for the price range.Package was also good.,Positive
sabai le kinnu hola akdam ramro xa ani delivery fast x,Positive
"Dami xa , 🔥🔥🔥 2-3 choty kine sake hai moilae chai",Positive
Charger is good ..but quality of charger is not good,Positive
Packaging to product all feels premium. Good quality,Positive
It’s good quality.Thank you daraz for this charger ❤️,Positive
really love it both the price and quality are good,Positive
i love the charger kati fast charging huni raixa 😍,Positive
Bought 2nd time & is same as before! Good product,Positive
Charger ko quality ramro xa ani delivery was fast,Positive
working well for iphone 111 hour mai 0-80 pughxa,Positive
Baball xa kei na hare direct kinda hunxa❤️‍🔥💗,Positive
Charge ne Thikai hunaRayxa but nice quality 😋,Positive
Saman Thikai Rmro lagyo price anusar Thikai ho,Positive
wowowowow     fast charging     outstanding,Positive
The delivery is fast and product is also good,Positive
Love the product .Fast charge and affordable,Positive
Recieved the product and worth the price !!,Positive
Yekdam Ramro xa charger thank you so much,Positive
499 ma iphone charger paisa wasul xa 10/10,Positive
good deal. have not open up. package is ok,Positive
product goodd. Ramrae cha lina saknu hunxa,Positive
Absolutely amazing product. Just Loved it!,Positive
Nice one. Yetiko price range ma ramro xa,Positive
great product😍 delivery fast. reliable,Positive
Ramro xa hai quality smmoth sab babal xa,Positive
Very good product  price was very cheep,Positive
Very good quality fast charging as well,Positive
product is  good according to price ☺️.,Positive
"nice one 👍, working properly,, 🙂👍👍",Positive
Price anusar ek damm ramro xa tq Daraz,Positive
The product is good and works so fast,Positive
Worth it product according this price,Positive
Rate ramro xa Tara charging Hunaina,Positive
Nice! Affordable ani effective tbh❤️,Positive
fast delivery ♥️♥️♥️ damiiiiii xa,Positive
"fast charge hunxa,ekdam ramro xah",Positive
Fast Charger.. Affordable Price..,Positive
maile 4 wota li sake damiiii xaa,Positive
Cost 💲 rw product babal xa 🔥🔥,Positive
Charger is working thank you 😊,Positive
good one budget aanusar ramro xa,Positive
Nice support fast charge ❤️🫶🏻,Positive
Thank you so much Daraz app❤️🫶,Positive
Price anusar best product 👍🏻,Positive
dami cha yeti ko price ma ❤️,Positive
Recommended….. best quality,Positive
fast delivery vayo thank you,Positive
Very nice product. Thank you,Positive
Ram ro hoina ke yo charger,Positive
It’s good.Thank you Daraz,Positive
good quality 👍👍👍❤️❤️😘,Positive
Very very good charger 👍,Positive
I like this product ❤️,Positive
wow fast hunxa chgr,Positive
received thank you,Positive
Charge nai hudaina,Positive
Perfect⭐️⭐️⭐️⭐️⭐️,Positive
Very expensive 😊,Positive
Awesome product,Positive
Cheap and good,Positive
Best  chargers,Positive
Thank you Daraz,Positive
good Quality.,Positive
ramroo xa hai,Positive
Its best 😀😀,Positive
Good Charger,Positive
It was good,Positive
Good cha hai,Positive
dami lagiyo,Positive
I like it,Positive
ramro xaaa,Positive
Nananan,Positive
It’s good,Positive
Nice xa,Positive
Lovely,Positive
wow,Positive
Like it..,Positive
Got it.,Positive
Charging hunxa Tara fast charging chai hudaina. iPhone 12 pro full charge Ko lagi 4 hours lagxa,Neutral
Good fast charging nice products affordable price,Neutral
Good product 👍🏻👍🏻🥰,Neutral
very good products at lowest price,Positive
good product at reasonable price,Positive
Charger ramrai xa but ekdam slow charge hunxa review ma sab ko fast charge hunxa vanyeko vayera ligyeko lastai slow xa,Positive
Product delivered on time .Nrs 449 3pin wala charger order gareko Nrs 389 wala 2pin wala pathai dinu vayecha....lets see how long will it last.charger ko wire pani ekdaam hard raicha.,Negative
i am using this on my 13pro max. its working nicely i found its charging 1% in 1.5 min its really worth in this price,Positive
Got the product but tyo type c pin adapter ko ali bango thiyo but afai milyo . Good product you can buy fast delivery and box seal packed thiyo which is nice 👌👌,Positive
Sir or ma’am yo charger le ramro kam garena mero I phone 11 ho slow charge vo maile k garnu yo return ki lage k garnu perne ho malei fast charger charyako ho,Positive
the product worked well and was delivered on time. it feels premium. I'll update my review based on my usage in a couple of months,Positive
The cable is too stiff and does not fit as intended. The wiggle on both charging ports might destroy the cable within months,Negative
Price anusar yekdamai ramro xa charge fast naii hunxa Tara Kati din samma hunxa tyo Herman cable bigrinxa ki naii tyo ni Herat aru ta sabai ramro xa❤️☺️,Positive
Decent packing using it for just few hours give more genuine reviews after using it more for now it looks promising,Positive
"Amazing fast charger for the price. Totally worth it, charged my iPhone 6s from 40 to 80 in just 15 minutes",Positive
Got it. Well packed. Looks nice quality as well. Charger Prety nicely. Let’s see how long it lasts. Will update,Positive
Got the product @ offer  price 374. Charge chahi fast nai rahexa ipone xs Max ma. Aba kati tikau hunxa hernai parxa.,Positive
For now charger work perfectly and fast charge ni gardinx hope ki battery lai kei asar kei gardaina lets see in future,Positive
It broke down in less than two weeks.No after-sales service.And no one responded to the message.Buy with caution,Negative
"Charger thikai cha but data cable support garena Mero mobile Ma , exchange Ko lagi Call gareko seller Lai Call Nai receive garnu bayena . Adapter Matra use Gardai chu Arko data Cable kinera",Positive
product ramro xa. suru ma dar lagdai thiyo but product satisfactory xa. dhukka le kinda hinxa yedi kinne soch ma hunhunxa vane,Positive
Sbai ko review herer magako ho maile ni 14pro ko lagi roix Mero phn11 paryo.ab 14ko charger 11ma nvako ho ki k ho??but charger chai man pren Mlai hai.daraz bat kahile ni disappoint vako thiyen aaj vaye,Positive
ekdam ramro xah iphone 7 8 11 12 13 sama laie majaley charge hunxah sasto  yeti pauna vneako ramro ho good product,Positive
Thik xa malae chaii chitta bujyo personally review dida…lida vayo tapoii haru ley…dokan ma 2500 vanihalxa yaa lida faidaii xa😃,Positive
Charger dami rahexa socheko vanda badhi nai ramro xa Majja le kinda hunxa sabai le fast charger nihh hunxa …same to same original charger Jasto xa 😍😍❤️,Positive
Hi just got this phone chalaudei herda paxi 3 minutes ma 7% charge badhyo quite good for this price range aba let’s see again after a while,Positive
Eakdam ramro xa product fast charge ne hunxa  khasai phone heat ne vayena yesle garye paxi ta eakdam nai ramro xa sabai le leda hunxa,Positive
Good quality its charges phone normally bcz my phone doesn’t supports 20 watt soo it’s pretty good,Positive
Worth price ramro xa tra cbl ali quality kam ko xa anyway good cable chai orginal nai kinnu parxa,Positive
"I got a charger for the price of a data cable. That's good, and the charging is also quite fast.",Positive
चार्जर एकदम original छ अनि राम्रो छ है साथीहरु..पैसा हालि्किन्दा कुनै पछुतो छैन..एकदम राम्रो,Positive
It was defective…. Didn’t work at all…. Waste of money better buy a product of good quality….,Positive
Its working fine. Ekdam fast ta xaina but ofc its nice according to price. Thank you so much,Positive
It’s very nice and delivery is also fast malai ta eakdam dami lagi over fast charge hunxa,Positive
under 500 the charge is very worth it so everyone recommend to go for it and try for it,Positive
I love it this,Positive
Ramrai xa k re ab hijo bata ta ho chalako 2 4 din heram kastko Hunxa tespaxi vanilla,Positive
"Yekdam sahi cha, original ko jasto kaam cha,…,you can trust it…,I’m fully satisfied",Positive
slow charge why 25 watt in charger box ? why sir very slowly charge iphone 11 pro,Positive
Thikai x tera 80 vanda mathii Ali time laudai x tera kei xaian yo price maa☘️❤️‍🩹,Positive
malai chai 25 wat ko nai adapter ako xah tara speed chai normal nai xa charging ko,Positive
Ekdam ramro xah fast charge hunxa ekdam man paryooo🥰😍sasto ma ramro xah ekdamm,Positive
25 watt ko haina raixa so disappointed this time sasto aruko review herey ra leko,Positive
Nice product with the price Will see how far its workValue for money product,Positive
Ramroo xa Fast charging hunxa Wire chai halka choto raixa natra all good👍,Positive
wow ekdam ramro xa pic ma vye jastaii  quality ni ekdam ramro xa thank uuu,Positive
Delivery pani fast as well as charging ni fast Akdam manparyo thank you 😊,Positive
3rd time purchasing …fast charging..excellent quality on cheap price 👍👍,Positive
Ramro xa buy garda hunxa but charge normally nai hunxa fast chai hudaina,Negative
I like the product…it works perfectly fine…thank you team Daraz..cheers,Positive
nice charger good changer for my iphone x let seee what will day by day,Positive
Wire doesn’t seems to be fine but adaptor is good . Value for money .,Positive
"One of the best product on this price, this is absolutely worth buying.",Positive
derai derai ramro xa ekdam babal xa ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️good,Positive
Pahilo jati fast charge hunthyo pixadi tyasto fast charge vane vayena,Positive
It is a great product for the price point. Very fancy and efficient,Positive
"I am impressed with the product, you can buy without any confusion.",Positive
For the price i paid i am satisfied with both product and delivery,Positive
It was my first order from Daraz and kinda fully satisfied with it.,Positive
Well packaging and worth it  also delivery is to fast Loved it ❤️,Positive
धेरै धेरै राम्रो छ ढुक्कले किन्दा हुन्छ धन्यवाद पसले साहुजीलाई 🙏,Positive
Works well for now. Charges my iphone 13 pro at a decent speed.,Positive
mah yo charger use garirako xu . ramro xa overall thankyou🫶🏻❤️,Positive
Good product fast charging pani hunxa anee quality ni ramro xa,Positive
Product chinese ho teini ramrai kaam garxa sabley kinada hunxa,Positive
So cheap ma product chai dami xa …2nd time Oder on same charger,Positive
Nice and clean. Got in time and product is as shown in picture.,Positive
1 months vako xaina jalera yesto vayo its not worth it to buy.,Negative
Product is very good .Halka heat hunxa tara fast charge hunxa,Positive
Very nice product and packaging💕worth buying for iphone users,Positive
"Awesome product, ekdum ramro cha charge pani ati fast huncha",Positive
Good very very very good fast charging halka chakap ni deko,Positive
charge fast vairacha ... happy to buy it in 11:11 offer ❤️,Positive
good prodcuts anyone can buy good prodcuts seller thanks,Positive
Fine according to price using with mfi certified cable .,Positive
ati sastoma atiko charger paunu akdam khusiko kura ho.,Positive
Ramro xa dhukka vayara lida hunxa og ni vanna matra ho,Positive
"ramro xa, after using one week,charge pani xitai hunxa",Positive
Very good compatible with any iphones above iphone x,Positive
iPhone 15 pro maa babbal fast charge support gariraxa,Positive
so bad this product one use and no charge phon 😡😡😡,Positive
The packaging is good price is best and stuff is good,Positive
Chadai aayo saman ava herum katiko tikxa yeo dam ma,Positive
What do you think of the quality and appearance?good,Positive
Loved this product. You all should give it a try🫶🏼,Positive
Good malai chai yati ko price mah ekdam man paryo 😘,Positive
"shipping on time, product is also good and worth it",Positive
